Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Department_CS,Department_Engineering,Department_Mathematics
S3890,1,20,78.63,87.58,44.73,61.21,82.93,34.6,80.29,67.611,3,13.8,1,1,0,1,1,4.8,1,0,0
S3891,0,24,66.79,58.93,70.04,51.44,77.27,18.6,72.83,64.5715,3,16.8,1,1,0,2,1,5.4,0,0,0
S3892,1,20,59.1,61.31,82.83,73.54,99.3,70.7,68.92,75.076,2,13.5,0,0,2,2,1,5.8,1,0,0
S3893,0,23,66.2,42.79,43.19,60.3,94.45,87.2,66.58,60.04,3,19.4,1,1,3,2,3,6.8,0,1,0
S3894,0,23,52.46,40.94,85.62,72.64,83.9,57.8,50.48,64.866,3,12.8,0,0,2,2,4,7,0,0,1
S3895,0,22,97.52,68.62,74.59,63.89,63.08,41,58.48,64.426,3,9.4,0,1,1,0,8,8,0,0,0
S3896,1,22,79.06,45.73,89.99,80.19,63.1,99.7,52.95,68.5655,3,26.6,1,1,0,0,9,4.4,0,1,0
S3897,1,23,90.74,51.64,53.08,99.54,94.11,2.1,92.42,73.189,2,10,1,0,0,1,5,5,1,0,0
S3898,1,23,71.16,90.81,90,77.36,79.27,30.4,93,85.0725,1,29.2,0,0,2,0,4,6.5,1,0,0
S3899,1,19,95.17,74.26,45.67,82.34,89.46,27.9,92.31,72.9415,2,29.7,0,1,1,1,10,5.3,0,0,1
S3900,0,19,74.17,78.02,64.23,95.96,72.49,35.6,90.9,78.4535,2,22.4,0,0,3,1,9,8.4,0,1,0
S3901,0,20,78.7,51.25,51.97,68.7,55.15,23.1,61.07,55.976,4,17.6,1,0,2,2,6,7.2,0,1,0
S3902,0,24,74.59,89.72,92.56,58.33,66.63,26.4,74.59,75.7075,2,24.9,1,1,0,2,3,6.5,0,0,1
S3903,1,21,86.66,92.08,82.3,64.14,58.06,25.8,95.39,79.721,2,26.8,1,0,0,0,7,4,0,0,0
S3904,1,24,78.33,71.4,41.52,70.14,89.09,50.6,87.99,69.447,3,22.7,0,0,0,0,9,8.3,0,1,0
S3905,1,19,63.58,94.75,40.57,82.25,85.03,39.1,50.09,62.1775,3,7.6,0,1,1,0,10,6.3,0,0,1
S3906,0,20,57.28,90.69,57.47,50.23,54.42,63.9,72.97,66.0335,3,5.1,0,1,3,1,2,6.7,0,1,0
S3907,1,24,80.31,83.88,48.6,92.67,81.07,51.4,50.53,64.4685,3,9.8,1,1,3,1,9,7.5,0,0,1
S3908,1,18,74.46,84.04,77.82,53.8,93.71,18.3,64.03,69.626,3,9.7,0,0,1,2,2,8.7,1,0,0
S3909,0,22,54.8,46.32,79.83,95.03,84.87,81,71.79,75.234,2,9.6,1,1,0,0,5,4.8,1,0,0
S3910,0,24,69.78,56.25,96.52,97.47,75.56,47.2,94.64,85.496,1,17.7,1,1,0,2,1,4.4,0,1,0
S3911,1,21,75.74,44.01,97.12,99.51,65.59,15.3,82.72,77.948,2,18,1,0,3,0,2,4.6,0,1,0
S3912,0,20,91.34,40.52,79.53,90.48,94.35,16.7,68.12,70.2385,2,23.1,1,1,1,0,7,7.7,1,0,0
S3913,1,24,53.81,49.5,40.34,57.09,71.14,79.7,74.53,59.5315,4,10,1,0,0,2,4,4.6,0,0,0
S3914,0,23,67.42,92.83,61.54,85.31,92.77,70.3,90.87,82.159,1,7.3,0,0,0,1,7,6.5,0,0,1
S3915,0,18,91.13,54.39,70.79,60.17,89.15,50.7,64.98,65.8255,3,21.7,1,0,1,0,4,7.5,0,0,0
S3916,0,22,82.42,98.21,69.95,94.86,90.81,30.6,80.75,81.284,1,17.1,1,0,0,2,1,7.6,0,0,0
S3917,1,18,64.5,75.84,76.2,65.83,99.49,46.1,63.11,71.4875,2,21.7,0,0,2,0,6,6,0,0,0
S3918,1,20,92.27,54.24,97.63,66.34,87.44,63.6,74,76.6185,2,14.5,0,0,1,1,9,7.5,1,0,0
S3919,1,19,74.66,69.83,93.11,95.88,51.7,87.9,51.23,73.068,2,23.8,0,0,3,2,6,8.8,0,1,0
S3920,0,22,74.92,53.15,46.53,50.66,60.27,55.6,92.61,63.794,3,22.1,1,1,1,1,7,4.1,0,0,0
S3921,0,18,98.83,99.04,55.96,59.7,51.76,27.7,52.42,60.088,3,21.3,1,0,0,0,7,7.4,1,0,0
S3922,0,19,97.36,90.84,89.99,71.1,59.5,4.3,61.22,71.3195,2,5.7,1,1,1,1,1,6.6,0,0,1
S3923,0,21,67.93,41.57,89.46,85.04,53.07,17.5,66.68,67.5425,3,26.5,0,0,0,0,2,5.1,0,1,0
S3924,1,20,57.03,96.87,56.52,82.38,75.08,65,81.26,76.1535,2,14.4,1,1,0,0,1,5.5,0,0,1
S3925,1,20,66.28,83.26,83.84,83.47,51.41,16,86,77.7105,2,8.4,0,0,2,0,1,8.2,0,0,0
S3926,1,22,51.52,44.94,80.32,94,73.63,48.2,54.02,66.9,3,23.9,0,1,0,2,8,6.9,0,1,0
S3927,0,18,51.04,80.24,68.41,56.05,94.94,69.9,52.17,66.186,3,17.2,1,1,0,1,4,4.1,0,0,0
S3928,0,21,69.78,78.82,52.09,76.11,87.43,30.8,89.95,73.53,2,5.8,0,0,0,1,10,8.8,0,1,0
S3929,1,23,97.05,53.13,93.32,86.27,97.2,66.9,85.61,82.988,1,24.5,0,1,2,2,8,7.3,0,0,0
S3930,0,22,93.57,85.51,80.67,81.81,61.33,58.1,91.58,81.7775,1,15.9,1,0,3,2,5,6.2,0,0,1
S3931,1,23,75.57,45.22,50.14,72.42,76.55,43.9,83.83,65.18,3,23.9,1,0,3,1,1,7.6,0,0,1
S3932,0,22,78.26,69.37,82.29,50.86,65.93,89.7,87.55,75.95,2,23.9,1,0,1,0,9,5,0,0,0
S3933,0,18,50.3,40.6,84.49,53.02,74.69,69.2,68.95,66.7795,3,7.5,1,1,3,1,3,5.3,0,1,0
S3934,1,21,60.78,98.12,93.21,55.95,77.85,36.1,79.51,79.856,2,20.3,1,1,1,0,7,4.8,0,0,1
S3935,1,18,51.24,85.09,53.37,67.16,51.81,80.4,90.27,72.462,2,14,1,0,0,0,7,6,0,1,0
S3936,0,20,87.73,49.53,99.33,55.88,61.66,73.8,58.61,68.083,3,18.7,1,1,0,1,10,8.5,0,1,0
S3937,1,23,57.28,60.5,49.2,71.3,85.24,79.2,71.14,65.896,3,7.2,0,0,1,2,10,5.9,0,0,1
S3938,1,19,93.45,49.63,76.04,58.93,88.65,64.1,87.02,73.47,2,19.7,0,1,2,2,4,5.4,1,0,0
S3939,0,24,82.17,86,79.43,88.96,78.47,37.9,76.63,78.8325,2,24.4,0,0,2,0,8,7.5,1,0,0
S3940,0,20,61.47,43.53,65.14,93.57,63.54,34.9,84.08,70.173,2,29.7,1,0,3,1,8,8.3,0,1,0
S3941,0,20,57.89,90.42,68.5,69.48,70.25,65.4,64.64,70.797,2,13,1,0,0,1,2,5.2,0,0,1
S3942,1,23,81.38,96.53,93.45,75.57,54.8,13.1,51.62,70.7985,2,8.9,0,1,0,2,8,8,1,0,0
S3943,0,22,95.04,80.6,78.72,97.67,97.66,82,51.46,75.7245,2,14.1,1,1,2,1,5,5.5,0,0,0
S3944,0,20,85.92,52.78,69.82,76.78,93.43,37,97.14,77.224,2,5.5,0,1,0,2,2,5.2,0,1,0
S3945,0,24,67.43,61.61,47.7,99.75,53.28,63,97.23,73.776,2,15.2,1,0,2,0,6,6.4,1,0,0
S3946,0,21,79.37,68.63,40.44,57.11,58.32,49.9,60.56,55.466,4,27.9,1,1,2,1,8,4.3,0,0,1
S3947,0,20,65.54,76.28,47.5,93.11,79.05,51.9,57.37,64.9945,3,9.9,1,1,0,1,4,8.3,0,0,1
S3948,1,21,99.96,80.12,97.37,74.86,61.62,73.8,50.91,72.7145,2,16.9,1,1,3,2,10,8.4,0,1,0
S3949,0,18,87.44,73.25,85.85,51.14,96.72,62.7,61.56,71.396,2,19.3,1,1,1,0,9,7.4,0,0,1
S3950,0,22,80.72,61.08,98.03,98.61,87.78,25,66.72,78.505,2,9.5,0,1,3,0,8,5.5,0,0,0
S3951,1,21,71.16,93.46,42.14,98.25,63.66,7.4,62.06,64.6455,3,13.3,0,0,0,2,7,4.8,0,0,0
S3952,0,20,80.91,44.88,80.81,69.16,50.31,84,89.87,73.5005,2,27.8,0,1,0,0,7,7.5,1,0,0
S3953,0,22,67.08,67.98,42.66,97.71,89.97,88.5,87.47,75.1815,2,12.4,0,1,3,1,8,4.5,0,0,1
S3954,1,24,51.44,86.53,86.92,57.05,71.2,16.4,54.05,67.422,3,20.9,0,0,1,1,7,6.1,0,0,0
S3955,0,22,69.75,43.65,62.86,84.01,82.12,30.9,84.87,70.082,2,8.4,0,0,3,2,1,4.4,0,1,0
S3956,1,21,96.52,82.32,45.75,59.6,64.35,28.2,76.03,63.3795,3,21.7,1,0,0,0,5,6.1,0,0,1
S3957,0,21,81.32,89.18,74.08,62.33,57.14,93.7,56.61,68.6285,3,12,1,1,0,0,2,4.7,1,0,0
S3958,1,19,54.2,79.65,56.81,88.97,83.77,20.5,86.98,74.9915,2,10.8,1,0,0,1,5,4.2,0,1,0
S3959,1,19,94.25,40.78,79.57,68.87,72.52,16.7,54.3,60.717,3,8.1,1,1,1,2,5,6.2,0,1,0
S3960,0,22,63.44,50.81,79.49,50.36,61.76,18.2,58.86,59.792,4,6.2,0,0,1,2,6,6.8,0,1,0
S3961,1,23,62.19,60.53,82.3,70.71,56.88,73,57.46,66.837,3,29.2,1,1,0,1,6,6.2,0,0,0
S3962,1,23,64.85,54.02,99.55,61.4,79.02,88.8,96.95,83.6275,1,15.3,1,0,2,1,6,4.9,0,1,0
S3963,0,19,78.86,97.76,63.2,84.17,86.28,39.3,84.91,79.1555,2,24.4,1,1,1,0,7,4.4,0,0,0
S3964,0,20,77.23,79.1,67.92,59.72,64.19,13.6,70.56,66.07,3,28,0,0,2,2,2,4.6,0,1,0
S3965,1,18,74.57,57.82,88.28,92.11,86.76,58.6,91.11,83.4985,1,10.1,0,0,0,1,4,7.6,0,0,0
S3966,0,22,85.88,95.78,74.7,63.35,59.16,21,60.8,67.7505,3,26.7,1,1,0,2,5,4.1,0,0,1
S3967,1,18,65.83,84.44,42.24,69.65,66.92,6.4,96.55,69.6505,3,22.7,0,1,2,2,10,8.3,0,0,0
S3968,1,19,89.1,57.08,90.58,64.9,87.24,88.6,84.85,79.551,2,19.4,0,1,3,0,7,8.2,0,0,0
S3969,0,21,58.77,62.73,43.09,82.2,83.01,87.1,77.98,68.562,3,25.2,0,0,0,1,2,8.4,0,0,1
S3970,0,24,89.13,51.97,50.25,55.06,63.53,97.6,89.73,66.769,3,7.8,1,1,0,0,8,8.4,0,1,0
S3971,1,22,83.19,98.26,46.12,73.9,56.11,47.4,82.24,70.007,2,11.6,0,0,3,1,2,7.3,0,0,1
S3972,0,19,84.16,71.04,44.68,66.72,52.12,29.4,94.36,66.824,3,8.3,1,1,2,1,5,8.2,0,1,0
S3973,0,20,74.08,93.76,41.54,94.21,91.9,77,91.46,79.0585,2,27.4,0,1,2,2,9,7.7,0,0,0
S3974,1,24,83.35,60.79,43.3,53.67,53.76,18,59.89,52.237,4,7.5,0,0,1,1,2,5.5,0,1,0
S3975,1,22,53.99,91.65,66.55,91.48,55.74,24.3,61.98,69.49,3,29.5,0,1,0,2,2,7.8,0,0,0
S3976,1,22,92.58,43.23,55.17,58.38,61.89,25.6,53.25,52.478,4,7.7,1,0,0,1,2,7.1,0,1,0
S3977,1,23,52.78,98.93,47.59,54.43,72.28,95.2,61.01,65.1925,3,21.5,0,1,2,1,7,4.1,0,0,0
S3978,1,21,57.44,94.72,79.52,60.12,89.49,73,67.17,75.856,2,21.5,1,1,1,2,5,7.9,0,0,0
S3979,1,22,78.84,61.79,53.57,55.13,62.37,13.4,51.44,53.2695,4,28.3,1,1,1,0,9,8.4,1,0,0
S3980,0,21,86.97,86.48,41.14,76.05,77.18,9.3,65.75,62.5725,3,13.1,0,0,0,2,4,6.6,0,1,0
S3981,1,19,53.81,85.14,65.11,99.41,54.52,84.3,88.58,80.201,1,13.3,1,1,0,1,1,6.4,0,1,0
S3982,0,20,96.04,94.08,58.63,51.72,73.23,80.2,92.02,75.4665,2,26.2,1,1,2,0,8,6.1,1,0,0
S3983,0,24,98.68,58.44,59.12,73.06,58.88,67.1,50.44,58.88,4,29.5,1,0,0,1,6,7.6,0,0,0
S3984,1,24,80.3,67.93,66.72,69.3,60.56,19.6,50.36,59.4085,4,5.8,1,1,1,0,9,5.1,0,0,0
S3985,0,20,74.06,91.9,80.13,66.98,68.34,48,57.32,70.2945,2,20.9,0,1,3,0,3,7.9,1,0,0
S3986,1,22,87.07,86.71,76.99,66.59,88.07,60.3,93.63,82.1535,1,11.1,1,0,0,1,10,5.5,1,0,0
S3987,0,22,66.42,63.61,96.24,94.75,87.2,93.2,73.46,83.232,1,23.2,0,0,2,1,7,5.3,0,0,1
S3988,1,19,74.66,90.74,71.06,50.95,70.75,16.9,99.15,76.6835,2,24.3,1,1,0,0,1,8,0,0,0
S3989,1,23,95.81,42.82,68.35,88.75,55.93,51.5,94.37,73.302,2,24.1,1,0,0,0,2,4.9,0,0,1
S3990,1,23,97.78,86.92,52.8,62.65,64.03,15.8,94.51,71.1815,2,15.9,0,0,1,1,5,8.3,0,1,0
S3991,1,23,96.35,52.41,85.32,69.16,75.27,44.4,56.42,66.2385,3,8.9,1,0,0,1,10,8.9,0,0,1
S3992,0,21,63.12,57.17,48.45,71.01,93.47,20,73.76,63.8145,3,19.6,0,1,0,2,2,5.6,1,0,0
S3993,0,23,61.62,69.59,69.47,65.24,98.41,83.6,99.68,81.517,1,24.7,1,1,2,1,8,8.6,1,0,0
S3994,0,20,64.88,66.98,65.28,54.68,81.87,25.5,57.45,61.266,3,27.8,0,0,0,2,5,6.8,1,0,0
S3995,0,24,72.07,71.23,79.5,55.72,67.53,41.7,78.71,71.3685,2,16.3,0,1,3,1,9,5.3,1,0,0
S3996,0,24,65.71,72.69,95.06,64.91,84.67,40.8,67.21,75.075,2,11.1,1,0,3,2,3,6.3,0,0,1
S3997,1,21,68.71,59.89,96.8,91.09,66.81,86.6,69.39,78.675,2,8,1,0,2,1,6,8,0,0,1
S3998,1,19,81.03,50.51,50.07,56.73,81.27,75.8,94.54,68.8825,3,24.9,0,0,3,0,4,7.3,0,0,1
S3999,1,20,88.13,86.11,55.71,87.13,62.19,5.8,79.4,70.2425,2,18.4,1,1,3,2,7,6.5,1,0,0
S4000,1,24,86.78,64,88.7,64.44,63.35,6.7,87.94,74.493,2,21.9,0,0,0,1,7,5.3,1,0,0
S4001,1,20,90.72,70.35,71.1,94.17,53.76,55.1,83.66,75.682,2,9,1,0,3,2,5,7.6,0,0,0
S4002,0,24,51.61,78.68,67.18,71.42,71.01,42.8,76.45,71.486,2,5.2,1,0,0,2,10,5.6,0,0,0
S4003,1,18,52.39,94.58,82.64,58.59,80.91,27.6,89.59,79.9835,2,29.2,1,0,0,2,5,5.7,1,0,0
S4004,1,19,89.47,82.45,76.12,99.29,89.44,79.3,98.54,88.762,1,25.3,0,0,1,2,4,7.7,0,0,0
S4005,0,19,76.65,42.73,98.24,58.83,90.52,12.9,98.34,78.993,2,15,0,0,0,1,9,6.8,0,1,0
S4006,0,18,78.91,90.31,75.04,78.38,99.62,97.4,89.47,85.7365,1,16.4,1,0,1,2,7,4.9,0,1,0
S4007,1,21,52.63,99.36,67.96,78.46,54.39,2.4,74.37,71.533,2,28.2,1,1,0,1,6,7.4,1,0,0
S4008,1,24,62.77,68.35,72.57,68.64,74.66,11.8,58.16,64.195,3,10.2,1,1,0,2,3,5.3,0,0,1
S4009,0,24,81.92,98.18,88.51,97.57,76.07,31.1,52.22,76.318,2,25.1,0,0,2,0,5,7.8,0,1,0
S4010,1,24,92.96,72.84,76.76,92.19,90.23,50.9,61.57,73.9835,2,5.4,0,0,0,1,4,6.4,0,1,0
S4011,1,23,95.85,67.58,78.82,91.49,63.32,21.6,67.01,71.0805,2,26.9,0,0,3,1,5,7,0,0,1
S4012,1,23,75.02,59.88,98.29,98.71,53.47,73.6,56.49,74.335,2,19.7,0,0,3,1,2,7,0,0,0
S4013,0,23,77.27,79.45,77.1,72.86,65.69,35.8,61.24,68.8525,3,16.9,0,1,0,1,5,4.7,0,0,1
S4014,1,23,91.65,53.79,62.82,54.86,99.2,3.9,54.18,58.3715,4,22.7,0,0,0,2,7,7.3,0,0,0
S4015,1,23,76.88,46.3,81.48,88.27,94.97,87.8,76.18,77.2965,2,6.7,1,1,3,0,10,8.3,0,0,0
S4016,0,18,75.84,41.63,79.57,69.04,69.76,94.4,56.32,65.085,3,9.9,0,1,1,0,10,8.5,0,0,1
S4017,0,19,95.25,57.54,40.83,59.52,93.81,61.9,87.14,66.3845,3,15.2,0,0,0,0,3,7.4,0,0,0
S4018,0,21,89.5,63.75,68.04,74.16,51.64,80.7,66.63,66.8845,3,20.4,0,0,1,0,4,8.8,0,1,0
S4019,1,20,95.45,73.12,84.57,96.29,65.71,12.1,83.6,78.81,2,8.6,1,0,0,1,1,7,1,0,0
S4020,0,23,60.91,57.56,69.94,58.57,86.34,26.9,94.13,73.1225,2,14.5,1,1,0,0,9,5.3,0,0,0
S4021,1,18,76.22,99.04,86.78,92.43,61.07,32.5,54.3,74.4375,2,11.5,1,1,0,0,3,7.3,0,1,0
S4022,0,24,92.12,57.5,67.05,70.91,59.92,96.1,99.45,76.656,2,21.1,1,1,3,0,10,8.5,0,0,1
S4023,1,21,55.56,66.46,99,56.84,93.09,51.2,82.26,79.792,2,28,1,1,0,1,6,5.8,0,0,0
S4024,0,21,89.73,46.2,57.57,92.42,80.8,0.7,52.67,59.1015,4,9.1,1,0,1,1,1,5.3,0,1,0
S4025,1,21,59.15,55.64,45.53,98.48,99.45,38,65.7,66.0555,3,9.7,1,0,2,2,5,8.8,0,0,0
S4026,1,18,90.41,42.9,65.8,64.56,56.73,0.8,94.31,66.575,3,20,1,0,0,2,10,7.8,0,0,1
S4027,0,20,80.6,73.57,72.5,65.18,67.81,23.8,79.81,70.8515,2,16.3,0,0,1,0,5,4.2,1,0,0
S4028,0,23,59.66,85.06,60.95,69.53,65.56,45.5,64.36,66.565,3,23,1,1,2,1,5,6.8,0,0,0
S4029,1,21,73.67,51.74,54.54,90.71,94.01,32.3,97.02,75.1245,2,12.2,0,0,0,1,1,5.2,1,0,0
S4030,0,18,84.1,62.07,80.32,50.52,62.76,3.3,89.36,70.2175,2,18.6,1,1,0,2,7,5.4,0,0,0
S4031,1,24,81.69,41,62.63,61.2,67.67,11.6,86.78,64.3685,3,14.7,0,0,0,0,5,4.4,0,0,0
S4032,0,19,71.36,90.37,77.88,85.29,57.14,55.1,94.42,82.614,1,12,0,0,0,1,1,5.2,0,0,1
S4033,0,24,94.97,86.8,86.74,70.28,88.77,69.6,88.49,84.151,1,23.2,0,1,1,2,8,6.5,0,0,0
S4034,1,18,75.96,43.8,85.66,66.51,61.89,40.5,64.34,65.4775,3,24.9,0,1,0,2,6,4.4,0,1,0
S4035,0,18,75.29,61.89,62.52,93.61,53.42,73.1,79.19,71.709,2,13.2,1,1,0,0,7,8.4,0,1,0
S4036,0,18,53.11,97.32,74.07,95.87,71.76,16.3,92.11,83.12,1,20.6,1,0,0,0,4,7.9,1,0,0
S4037,1,21,96.11,63.52,66.98,97.4,69.57,12.2,59.04,66.162,3,9.5,0,1,2,1,1,5.9,1,0,0
S4038,1,18,58.86,71.57,92.25,63.63,58.88,83.9,58.15,70.8705,2,24.8,0,0,1,1,8,4.7,0,1,0
S4039,0,19,76.42,61.31,92.73,95.63,56.68,33.9,57.95,71.4715,2,12,1,0,2,2,1,9,1,0,0
S4040,1,21,90.18,75.77,60.62,86.85,94.83,43.2,59.71,69.104,3,9.3,0,0,1,1,9,6.8,1,0,0
S4041,0,24,60.77,98.69,45.5,57.71,53.39,94.8,55.16,61.462,3,28.5,0,0,3,0,6,6.1,0,1,0
S4042,0,19,76.37,99.85,50.05,80.51,54.97,42.4,91.88,74.7475,2,15.6,1,1,2,1,5,5,0,1,0
S4043,1,22,62.03,86.48,62.02,51.32,62.25,0.3,90.92,69.691,3,21.1,1,1,3,1,2,5,0,1,0
S4044,1,24,87.98,64.26,73.85,85.42,97.64,93.8,57.57,72.6395,2,25.2,1,1,0,1,8,8,0,0,1
S4045,1,18,78.22,69.67,79.41,86.68,54.27,1.4,85.28,74.386,2,22.2,0,0,2,0,9,6.6,0,0,1
S4046,1,23,92.8,61.4,59.88,89.47,90.8,66.2,81.35,74.3955,2,19.1,0,0,0,1,3,8.9,0,1,0
S4047,1,23,94.73,99.13,80.05,58.63,94.6,32.3,63.81,73.8945,2,14.3,0,1,1,1,10,8.8,0,0,0
S4048,1,21,82.44,82.47,96.26,81.41,68.89,47,61.37,76.297,2,28,1,0,0,0,8,5,0,1,0
S4049,0,23,86.27,66.94,79.12,58.94,64.69,54.7,62.53,66.625,3,8.3,1,0,0,0,10,9,0,0,1
S4050,0,24,77.46,40.73,49.51,97.33,83.87,40.8,86.53,69.4725,3,27.1,0,1,0,1,5,8.9,1,0,0
S4051,1,21,69.22,71.23,74.78,83.75,85.13,77.4,65.97,74.116,2,22.7,1,0,0,1,10,8,0,0,0
S4052,0,24,82.41,99.04,72.51,54.77,89,93.1,63.9,73.924,2,19.3,1,1,0,0,4,6,0,0,0
S4053,0,18,95.41,71.38,92.24,59.35,91.53,8.6,51.12,67.5885,3,13.1,1,0,0,2,10,5.1,1,0,0
S4054,0,20,70.83,50.95,61.02,83.17,63.42,80,95.41,74.338,2,8.7,0,1,0,2,9,4.5,0,0,0
S4055,0,20,65.72,41.33,65.38,73.83,84.35,12.9,87.64,68.991,3,16.1,0,1,1,0,7,4.3,1,0,0
S4056,1,19,69.42,61.28,75.92,86.81,56.75,8,73.64,69.3605,3,24.6,1,1,0,2,4,8.1,0,0,1
S4057,0,18,71.77,95.09,71.47,64.04,75.54,95.6,97.15,83.216,1,23.6,0,0,2,2,5,8.7,0,0,0
S4058,0,23,53.68,99.79,83.14,82.9,80.64,48.9,64.68,78.1015,2,21.1,1,1,0,0,5,7.9,0,0,0
S4059,1,18,74.92,96.72,42.42,58.85,58.09,15.3,83.74,65.6365,3,29.8,1,0,0,2,2,7.8,1,0,0
S4060,1,22,74.72,83.77,73.81,77.19,53.83,57,65.26,70.4075,2,29.3,0,0,2,0,5,6.1,1,0,0
S4061,1,20,79.42,73.49,47.3,97.89,59.74,26.3,65.73,64.54,3,15,1,1,2,2,3,7.2,0,0,1
S4062,1,23,68.14,75.44,58.91,81.41,71.03,46.4,92.24,75.35,2,9.8,0,1,2,1,5,7.4,1,0,0
S4063,0,24,80.66,72.34,79.7,52.5,94.39,62.5,89.35,78.02,2,16.6,0,0,0,1,1,5.3,1,0,0
S4064,1,24,93.91,82.42,49.44,99.44,76.6,86.9,64.71,71.057,2,26.1,0,1,0,0,8,7.7,0,0,1
S4065,0,20,97.77,65.13,58.53,57.84,87.42,0.3,54.07,58.056,4,16.5,0,1,0,0,9,4.7,0,1,0
S4066,0,18,79.18,80.15,82.18,85.9,58.71,21.4,67.88,72.7575,2,13.4,0,1,3,2,9,5.5,0,1,0
S4067,1,23,52.13,47.3,79.05,76.63,55.3,9.6,88,70.762,2,23.5,0,0,1,0,8,6.9,1,0,0
S4068,1,19,98.46,55.94,45.46,64.72,61.98,9.7,55.03,52.656,4,21.3,1,0,0,2,2,6.7,0,0,1
S4069,1,24,85.29,90.16,74.64,58.87,65.69,94.6,83.61,77.3965,2,29.2,0,1,3,0,2,7.5,0,1,0
S4070,1,18,66.8,94.22,48.84,58.89,77.41,93.6,94.49,75.9445,2,18.7,0,0,3,0,10,6.9,0,0,1
S4071,1,19,57.36,72.34,55.14,92.92,94.06,74.9,58.96,69.413,3,29.2,0,1,3,0,5,4.2,1,0,0
S4072,1,23,57.17,41.9,67.55,93.65,71.3,64.3,93.11,75.498,2,12.3,1,1,0,1,6,8.9,1,0,0
S4073,0,20,58.39,95.62,46.56,73.26,75.94,84.8,52.57,64.577,3,26.6,1,1,1,1,5,7.8,0,0,1
S4074,0,22,52.28,82.12,99.62,55.18,50.23,5.8,83.34,75.815,2,13.8,1,1,2,2,1,8.4,0,0,0
S4075,0,21,95.11,64.84,49.92,94.21,51.67,11.9,89.55,68.9645,3,25.2,1,0,1,0,1,8,1,0,0
S4076,0,20,77.04,75.9,86.88,74.35,54.19,31.7,72.24,72.9335,2,28.1,1,1,1,0,8,5.1,1,0,0
S4077,1,19,85,65.79,89.79,71.94,84.95,83.2,60.19,73.819,2,20.6,1,0,0,1,5,8.7,1,0,0
S4078,1,18,91.41,67.92,99.67,70.37,74.31,47.2,96.24,84.324,1,23.2,1,1,3,1,8,8.9,1,0,0
S4079,0,24,89.58,93.21,65.72,68.25,59.65,50.4,51,64.434,3,29,0,0,3,1,3,4.4,0,0,1
S4080,0,23,94.13,49.67,92.45,76.3,79.63,22.9,77.75,74.441,2,14.4,1,1,2,2,5,4.8,0,0,1
S4081,0,20,98.36,46.22,97.45,80.23,77.23,64.8,68.64,74.885,2,17.8,1,0,0,0,2,9,0,0,1
S4082,1,24,71.95,40.16,50.37,73.32,54.44,88.8,73.05,61.4135,3,27.5,0,0,2,2,8,5.5,0,0,1
S4083,1,24,97.52,58.84,68.77,94.83,82.02,33,76.83,73.144,2,21.8,0,1,0,1,1,8.1,0,0,0
S4084,1,22,86.16,48.84,43.6,65.88,88.36,61.9,76.74,63.061,3,26.8,0,1,0,1,5,4.4,0,0,1
S4085,0,23,53.53,53.2,77.24,78.92,64.33,33.2,60.18,65.275,3,20.5,1,0,3,2,7,7.7,0,0,1
S4086,0,19,84.09,40.67,74.88,65,84.37,79.3,83.99,72.1695,2,23.5,0,1,2,1,10,7.5,1,0,0
S4087,1,23,84.34,53.63,52.25,87.67,59.99,47.5,50.96,57.9195,4,5.3,1,0,0,0,5,8.7,0,0,0
S4088,1,23,95.29,59.96,87.87,55.11,87.84,33.9,51.06,65.025,3,13.5,0,1,0,0,3,7.6,1,0,0
S4089,0,18,68.65,41.89,42.24,59.43,95.59,42,73.92,59.593,4,24.3,0,1,1,0,4,4.2,0,0,0
S4090,0,21,79.25,76.47,88.37,90.06,72.09,9.1,77.1,77.866,2,15.1,1,1,0,1,9,6.3,0,1,0
S4091,1,24,50.61,74.13,41.6,59.16,62.23,86.6,63.74,60.0685,3,14.1,0,1,0,1,5,5.7,0,0,0
S4092,0,19,66.6,45.82,79.41,81.29,69.96,95.8,77.58,73.979,2,28.8,0,1,3,2,3,6.9,0,0,0
S4093,1,18,53.11,75.7,44.73,98.51,62.5,47.7,75.81,68.692,3,18.8,1,1,0,1,7,6.1,1,0,0
S4094,1,24,76.09,99.92,55.07,76.14,50.06,22.1,67.46,66.5255,3,9.8,0,0,2,1,6,5.4,0,0,0
S4095,0,21,90.87,96.67,83.31,59.37,82.52,66.5,82.59,80.5875,1,16.8,0,0,0,0,3,7.3,0,0,0
S4096,0,18,60.32,40.16,56.82,66.03,52.13,45.2,97.9,66.9765,3,18,0,0,0,1,10,5.6,1,0,0
S4097,0,21,76.37,87.72,70.67,91.17,60.52,25.2,74.54,74.175,2,29.7,0,0,3,1,3,8.3,0,1,0
S4098,1,21,60.2,61.22,94.91,67.58,86.12,3.8,89.3,78.6395,2,23,1,0,3,0,4,5.6,0,1,0
S4099,0,21,56.03,43.82,42.98,86.18,83.29,89,62.38,61.738,3,18,0,1,3,2,10,6.6,0,1,0
